,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_topic_all,274.763,56.927,181.503,385.216,19.361,14.181,9.0,43.0,1.36
sigma_topic_women_men_diff,182.976,47.568,101.623,270.538,12.575,9.079,14.0,131.0,1.22
sigma_nontopic_women,282.79,13.671,257.015,305.905,5.317,3.939,7.0,73.0,1.57
sigma_nontopic_men,318.484,25.866,271.161,355.486,12.053,9.129,5.0,33.0,2.05
popularity_topic_all[0],-3.685,287.076,-544.919,536.871,4.013,11.34,5228.0,2362.0,1.02
popularity_topic_all[1],-43.913,98.851,-224.326,146.803,22.66,16.275,19.0,145.0,1.15
popularity_topic_all[2],-25.619,72.755,-162.915,110.165,2.938,2.078,630.0,980.0,1.01
popularity_topic_all[3],-259.438,184.245,-560.503,56.392,79.909,59.932,6.0,46.0,1.79
popularity_topic_all[4],3.477,289.184,-564.972,526.727,3.908,9.76,5541.0,2023.0,1.02
popularity_topic_all[5],7.249,279.475,-515.566,535.788,3.722,7.609,5702.0,2391.0,1.02
popularity_topic_all[6],-423.192,151.351,-711.175,-143.3,18.786,13.344,66.0,180.0,1.05
popularity_topic_all[7],1.305,282.067,-514.11,546.436,4.051,5.888,4927.0,2899.0,1.01
popularity_topic_all[8],-3.982,282.073,-517.846,527.887,4.147,11.209,4598.0,2885.0,1.02
popularity_topic_all[9],-2.278,283.776,-531.661,536.934,3.871,8.019,5461.0,2488.0,1.02
popularity_topic_all[10],0.184,290.372,-549.099,578.398,3.675,11.997,6382.0,2148.0,1.02
popularity_topic_all[11],97.965,132.828,-156.312,341.895,19.009,13.523,50.0,326.0,1.06
popularity_topic_all[12],6.012,105.197,-182.414,189.369,40.539,30.007,7.0,212.0,1.55
popularity_topic_all[13],161.199,117.629,-45.766,379.192,43.265,31.888,8.0,54.0,1.5
popularity_topic_all[14],-46.905,74.697,-191.493,69.875,31.319,23.506,7.0,34.0,1.55
popularity_topic_all[15],2.471,282.986,-519.876,550.269,4.051,9.654,4978.0,1535.0,1.01
popularity_topic_all[16],1.393,288.614,-569.998,534.593,3.783,8.868,5845.0,2413.0,1.02
popularity_topic_all[17],2.09,276.55,-517.655,534.499,3.788,6.636,5455.0,1585.0,1.02
popularity_topic_all[18],-116.576,125.774,-308.956,136.107,50.61,37.628,8.0,31.0,1.49
popularity_topic_all[19],-871.459,252.015,-1298.14,-523.126,120.166,91.674,5.0,29.0,2.11
popularity_topic_all[20],-43.684,39.873,-121.302,23.655,14.389,10.688,8.0,45.0,1.44
popularity_topic_all[21],-175.129,80.477,-332.499,-61.922,36.438,28.174,6.0,31.0,1.85
popularity_topic_all[22],-270.48,64.655,-392.751,-153.782,10.486,7.504,38.0,357.0,1.08
popularity_topic_all[23],-55.29,47.215,-140.925,34.675,12.06,8.695,15.0,181.0,1.21
popularity_topic_all[24],-285.704,188.954,-612.02,-57.57,92.279,70.568,5.0,35.0,2.18
popularity_topic_all[25],-117.732,49.719,-207.998,-24.252,10.905,7.822,21.0,660.0,1.15
popularity_topic_all[26],22.752,62.329,-94.415,126.901,21.384,15.672,9.0,40.0,1.4
popularity_topic_all[27],-53.734,39.799,-127.934,20.99,2.489,1.762,257.0,1032.0,1.03
popularity_topic_all[28],-80.356,49.079,-168.777,12.07,13.83,10.015,13.0,82.0,1.26
popularity_topic_all[29],-169.017,134.861,-432.464,15.162,60.789,46.961,7.0,37.0,1.67
popularity_topic_all[30],-517.563,60.731,-630.592,-405.83,14.912,10.908,17.0,78.0,1.18
popularity_topic_all[31],14.43,167.604,-305.029,330.399,4.574,3.235,1347.0,1911.0,1.01
popularity_topic_all[32],-3.604,48.223,-96.558,81.754,14.443,10.493,11.0,41.0,1.27
popularity_topic_all[33],3.271,43.865,-83.948,79.378,15.851,11.665,8.0,40.0,1.48
popularity_topic_all[34],-257.963,119.233,-424.305,-57.226,56.728,43.106,5.0,60.0,2.18
popularity_topic_all[35],52.686,116.626,-156.548,275.394,4.674,3.307,623.0,1328.0,1.03
popularity_topic_all[36],-119.677,51.343,-214.757,-26.696,14.894,11.263,12.0,53.0,1.27
popularity_topic_women_men_diff[0],-0.203,190.473,-385.206,344.507,2.536,3.898,5719.0,2349.0,1.01
popularity_topic_women_men_diff[1],139.977,139.485,-118.997,404.594,26.067,18.623,30.0,117.0,1.1
popularity_topic_women_men_diff[2],49.539,112.621,-168.345,262.839,8.562,6.065,181.0,942.0,1.03
popularity_topic_women_men_diff[3],104.462,175.876,-222.179,432.776,59.536,43.592,9.0,48.0,1.39
popularity_topic_women_men_diff[4],6.23,192.03,-363.285,367.887,3.331,6.798,3792.0,1551.0,1.01
popularity_topic_women_men_diff[5],-2.253,184.756,-355.888,330.951,2.598,3.939,5098.0,2501.0,1.01
popularity_topic_women_men_diff[6],-173.013,180.879,-530.358,158.063,24.79,17.626,56.0,698.0,1.05
popularity_topic_women_men_diff[7],-2.674,189.435,-342.31,364.04,2.697,4.435,5094.0,2716.0,1.01
popularity_topic_women_men_diff[8],1.01,188.6,-352.746,367.405,2.924,3.833,4288.0,2279.0,1.01
popularity_topic_women_men_diff[9],-2.267,187.438,-352.722,359.07,2.378,4.462,6285.0,2395.0,1.02
popularity_topic_women_men_diff[10],1.859,192.753,-338.326,402.123,2.63,4.045,5438.0,2429.0,1.01
popularity_topic_women_men_diff[11],44.274,161.168,-259.454,348.877,14.433,10.229,131.0,1452.0,1.04
popularity_topic_women_men_diff[12],122.551,115.25,-108.426,328.642,23.777,17.026,23.0,236.0,1.12
popularity_topic_women_men_diff[13],-64.986,134.328,-322.435,192.142,25.859,18.487,27.0,111.0,1.11
popularity_topic_women_men_diff[14],9.322,160.926,-222.977,335.593,71.758,54.014,7.0,29.0,1.66
popularity_topic_women_men_diff[15],1.362,191.044,-340.376,384.195,2.796,4.433,4887.0,1723.0,1.01
popularity_topic_women_men_diff[16],4.356,188.812,-338.587,370.816,2.587,7.324,5676.0,1435.0,1.02
popularity_topic_women_men_diff[17],1.906,194.665,-365.375,361.557,3.492,6.283,3428.0,1952.0,1.02
popularity_topic_women_men_diff[18],185.894,166.675,-93.159,529.254,58.947,43.304,9.0,36.0,1.4
popularity_topic_women_men_diff[19],388.561,302.42,-53.228,953.503,136.5,102.918,6.0,35.0,1.93
popularity_topic_women_men_diff[20],-10.664,53.468,-108.916,90.084,8.838,6.3,37.0,414.0,1.09
popularity_topic_women_men_diff[21],-136.35,88.887,-294.953,31.402,33.497,24.743,7.0,43.0,1.54
popularity_topic_women_men_diff[22],-67.088,99.358,-262.551,110.56,7.179,5.084,185.0,958.0,1.04
popularity_topic_women_men_diff[23],66.627,81.18,-80.532,224.005,22.036,15.929,14.0,114.0,1.21
popularity_topic_women_men_diff[24],34.698,156.063,-181.191,343.379,69.912,52.658,7.0,40.0,1.62
popularity_topic_women_men_diff[25],-53.804,73.646,-192.847,82.244,3.069,2.171,577.0,1462.0,1.02
popularity_topic_women_men_diff[26],56.775,85.284,-108.834,211.681,10.409,7.392,68.0,405.0,1.06
popularity_topic_women_men_diff[27],-9.178,73.389,-143.194,129.435,10.508,7.475,49.0,831.0,1.06
popularity_topic_women_men_diff[28],-15.329,70.104,-147.41,113.027,4.293,3.039,267.0,637.0,1.03
popularity_topic_women_men_diff[29],-27.284,116.453,-253.844,179.562,30.66,22.134,15.0,51.0,1.2
popularity_topic_women_men_diff[30],-12.254,130.722,-244.003,235.714,47.688,35.124,8.0,47.0,1.47
popularity_topic_women_men_diff[31],33.421,165.308,-281.103,333.241,2.704,4.942,3784.0,2493.0,1.01
popularity_topic_women_men_diff[32],2.884,72.61,-142.246,129.001,6.212,4.402,136.0,502.0,1.04
popularity_topic_women_men_diff[33],-26.69,59.753,-138.52,85.327,11.109,7.936,29.0,337.0,1.11
popularity_topic_women_men_diff[34],303.756,140.822,19.361,508.479,62.001,46.591,6.0,38.0,1.78
popularity_topic_women_men_diff[35],18.551,147.312,-279.272,282.868,3.229,2.703,2098.0,1961.0,1.01
popularity_topic_women_men_diff[36],-32.074,75.377,-174.399,107.259,5.647,3.999,182.0,711.0,1.03
"popularity_module_non_topic_women[0, 0]",260.83,106.469,55.2,464.505,7.213,5.107,219.0,1611.0,1.03
"popularity_module_non_topic_women[0, 1]",-26.736,128.871,-251.212,219.59,4.178,2.956,931.0,1585.0,1.01
"popularity_module_non_topic_women[0, 2]",-511.902,315.884,-1104.08,-65.476,16.702,12.734,515.0,1051.0,1.01
"popularity_module_non_topic_women[0, 3]",3.586,112.007,-200.368,221.227,3.927,2.778,807.0,1570.0,1.01
"popularity_module_non_topic_women[0, 4]",-696.755,267.998,-1030.21,-90.949,15.954,11.419,330.0,835.0,1.01
"popularity_module_non_topic_women[0, 5]",-4.867,122.23,-233.457,222.067,19.397,13.818,40.0,660.0,1.07
"popularity_module_non_topic_women[0, 6]",3.438,110.203,-205.985,206.6,3.996,2.827,761.0,1598.0,1.01
"popularity_module_non_topic_women[0, 7]",308.454,113.207,85.473,508.445,17.582,12.521,41.0,1407.0,1.07
"popularity_module_non_topic_women[0, 8]",281.976,114.502,54.086,483.101,10.245,7.262,124.0,1411.0,1.03
"popularity_module_non_topic_women[0, 9]",162.987,110.662,-41.2,368.343,5.732,4.056,373.0,1548.0,1.02
"popularity_module_non_topic_women[0, 10]",105.986,136.351,-156.097,352.477,3.618,2.559,1413.0,2550.0,1.01
"popularity_module_non_topic_women[0, 11]",39.583,113.884,-186.273,241.787,4.064,2.874,781.0,1348.0,1.01
"popularity_module_non_topic_women[0, 12]",75.808,104.217,-108.179,281.432,3.897,2.757,716.0,1465.0,1.01
"popularity_module_non_topic_women[0, 13]",-2.067,278.552,-533.658,511.81,3.744,4.672,5491.0,3078.0,1.0
"popularity_module_non_topic_women[0, 14]",-0.465,290.561,-562.232,534.434,3.861,5.123,5681.0,2890.0,1.0
"popularity_module_non_topic_women[0, 15]",0.654,283.657,-535.794,536.528,3.665,5.513,6054.0,2653.0,1.01
"popularity_module_non_topic_women[0, 16]",-4.301,282.62,-500.924,552.752,3.39,5.096,6880.0,2763.0,1.0
"popularity_module_non_topic_women[0, 17]",-0.776,279.413,-503.999,539.788,3.626,4.583,5936.0,3116.0,1.0
"popularity_module_non_topic_women[0, 18]",1.087,286.348,-515.738,551.973,3.572,5.125,6430.0,2796.0,1.0
"popularity_module_non_topic_women[0, 19]",-2.039,282.963,-507.877,543.042,3.595,4.808,6200.0,2909.0,1.0
"popularity_module_non_topic_women[0, 20]",-0.86,277.167,-508.073,538.929,3.41,4.617,6548.0,3074.0,1.0
"popularity_module_non_topic_women[0, 21]",-7.917,288.936,-576.262,515.602,3.927,5.23,5426.0,2541.0,1.0
"popularity_module_non_topic_women[0, 22]",9.12,281.668,-502.96,570.154,3.85,4.869,5356.0,2771.0,1.0
"popularity_module_non_topic_women[0, 23]",-1.457,283.326,-536.736,510.409,3.618,4.679,6120.0,2840.0,1.0
"popularity_module_non_topic_women[0, 24]",-1.603,291.018,-533.833,550.277,3.899,6.15,5556.0,2700.0,1.0
"popularity_module_non_topic_women[0, 25]",-1.949,288.551,-525.35,579.63,3.483,5.169,6846.0,2807.0,1.0
"popularity_module_non_topic_women[0, 26]",1.632,283.26,-480.628,588.694,3.633,4.922,6096.0,2919.0,1.0
"popularity_module_non_topic_women[0, 27]",-0.914,284.634,-538.558,532.251,3.795,4.708,5646.0,3018.0,1.0
"popularity_module_non_topic_women[0, 28]",-4.801,282.052,-534.043,503.322,3.768,4.332,5618.0,3246.0,1.0
"popularity_module_non_topic_women[0, 29]",-8.675,281.307,-488.834,582.28,3.674,5.015,5843.0,2783.0,1.0
"popularity_module_non_topic_women[0, 30]",1.318,285.646,-508.103,549.771,4.053,5.136,4978.0,2564.0,1.0
