,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_topic_all,260.436,41.484,187.539,337.062,1.636,1.157,637.0,1199.0,1.01
sigma_topic_women_men_diff,94.821,28.991,38.33,151.302,5.105,3.643,32.0,41.0,1.1
sigma_nontopic_women,271.201,8.97,254.755,288.422,1.228,0.873,53.0,788.0,1.06
sigma_nontopic_men,319.131,12.024,297.483,342.032,3.826,2.807,11.0,34.0,1.3
popularity_topic_all[0],-82.329,90.626,-260.652,74.439,6.955,4.926,171.0,484.0,1.03
popularity_topic_all[1],37.615,71.757,-93.424,179.21,4.507,3.19,254.0,459.0,1.01
popularity_topic_all[2],-46.396,88.747,-215.505,118.455,4.637,3.282,367.0,651.0,1.0
popularity_topic_all[3],-324.446,176.164,-647.463,-10.92,51.242,37.167,12.0,494.0,1.24
popularity_topic_all[4],-170.432,63.162,-287.809,-56.779,12.741,9.118,25.0,183.0,1.12
popularity_topic_all[5],15.023,86.12,-147.644,169.077,5.497,3.891,249.0,357.0,1.01
popularity_topic_all[6],-55.135,40.08,-125.556,24.885,2.751,1.948,212.0,324.0,1.02
popularity_topic_all[7],23.651,74.826,-118.912,160.985,4.355,3.083,296.0,452.0,1.0
popularity_topic_all[8],-297.869,74.88,-440.177,-159.72,4.297,3.041,305.0,453.0,1.01
popularity_topic_all[9],-120.422,27.29,-170.868,-70.179,2.098,1.486,170.0,546.0,1.04
popularity_topic_all[10],-322.544,33.072,-387.281,-261.069,4.138,2.939,63.0,258.0,1.05
popularity_topic_all[11],-323.843,59.943,-433.647,-207.405,5.865,4.159,100.0,286.0,1.04
popularity_topic_all[12],-87.044,37.302,-150.5,-13.109,3.404,2.413,120.0,380.0,1.04
popularity_topic_all[13],-615.882,36.196,-681.85,-549.906,4.664,3.373,60.0,438.0,1.06
popularity_topic_all[14],-134.023,47.459,-224.589,-46.897,6.052,4.3,61.0,190.0,1.06
popularity_topic_all[15],-61.469,43.904,-146.938,18.173,3.616,2.607,150.0,293.0,1.03
popularity_topic_all[16],-164.316,50.275,-264.13,-77.618,16.101,11.744,10.0,58.0,1.35
popularity_topic_all[17],-136.483,40.979,-222.66,-65.502,3.796,2.757,116.0,279.0,1.03
popularity_topic_all[18],-382.423,57.311,-482.442,-273.454,4.283,3.049,180.0,497.0,1.01
popularity_topic_all[19],-566.347,57.112,-671.766,-459.832,14.738,10.631,15.0,49.0,1.19
popularity_topic_all[20],276.264,95.084,99.692,452.565,4.884,3.456,381.0,725.0,1.01
popularity_topic_all[21],-64.405,43.514,-154.308,13.583,4.238,3.005,106.0,218.0,1.05
popularity_topic_all[22],-40.396,30.604,-92.414,19.371,3.185,2.26,92.0,407.0,1.04
popularity_topic_all[23],-75.683,34.993,-140.607,-12.522,3.386,2.401,114.0,421.0,1.06
popularity_topic_all[24],-190.739,42.949,-267.245,-110.317,7.297,5.204,35.0,307.0,1.11
popularity_topic_women_men_diff[0],52.152,89.204,-108.525,228.632,3.583,2.647,646.0,1088.0,1.0
popularity_topic_women_men_diff[1],-15.178,81.884,-171.87,141.074,3.595,2.73,524.0,644.0,1.02
popularity_topic_women_men_diff[2],20.927,84.195,-137.528,177.126,2.82,2.1,904.0,958.0,1.01
popularity_topic_women_men_diff[3],-38.18,100.358,-222.288,157.016,10.597,7.518,96.0,495.0,1.04
popularity_topic_women_men_diff[4],42.357,73.978,-99.656,179.482,4.311,3.112,296.0,481.0,1.04
popularity_topic_women_men_diff[5],8.017,82.005,-145.667,169.893,2.836,2.23,837.0,899.0,1.01
popularity_topic_women_men_diff[6],-15.013,58.694,-123.488,95.239,3.328,2.355,311.0,502.0,1.01
popularity_topic_women_men_diff[7],20.196,82.165,-129.445,179.744,3.913,2.769,447.0,651.0,1.0
popularity_topic_women_men_diff[8],47.902,79.18,-97.382,194.94,3.102,2.37,666.0,911.0,1.0
popularity_topic_women_men_diff[9],-44.195,44.011,-122.092,42.112,9.103,6.519,23.0,255.0,1.13
popularity_topic_women_men_diff[10],-26.543,48.764,-114.909,67.5,5.476,3.886,79.0,462.0,1.06
popularity_topic_women_men_diff[11],-40.827,71.0,-179.642,90.217,3.627,2.567,396.0,746.0,1.02
popularity_topic_women_men_diff[12],42.156,57.669,-60.991,150.894,4.151,2.94,196.0,391.0,1.01
popularity_topic_women_men_diff[13],217.696,77.396,64.264,353.112,11.832,8.424,43.0,48.0,1.09
popularity_topic_women_men_diff[14],-65.673,60.697,-188.459,36.092,5.035,3.568,147.0,360.0,1.03
popularity_topic_women_men_diff[15],55.842,66.855,-64.438,182.974,4.348,3.078,238.0,412.0,1.01
popularity_topic_women_men_diff[16],120.204,83.166,-24.033,270.524,26.859,19.602,10.0,88.0,1.35
popularity_topic_women_men_diff[17],-21.312,56.973,-122.121,90.265,4.01,2.84,204.0,276.0,1.02
popularity_topic_women_men_diff[18],11.907,75.684,-133.678,156.418,3.95,2.876,382.0,546.0,1.0
popularity_topic_women_men_diff[19],50.983,68.687,-63.985,195.009,4.721,3.459,214.0,465.0,1.03
popularity_topic_women_men_diff[20],11.154,88.671,-163.958,180.823,2.911,2.368,936.0,684.0,1.01
popularity_topic_women_men_diff[21],0.706,53.458,-100.666,99.52,3.95,2.798,182.0,486.0,1.02
popularity_topic_women_men_diff[22],-19.98,42.197,-96.764,60.896,2.583,1.829,268.0,465.0,1.02
popularity_topic_women_men_diff[23],61.679,52.432,-32.427,161.753,3.419,2.421,239.0,497.0,1.01
popularity_topic_women_men_diff[24],-30.183,56.409,-139.789,72.282,3.493,2.473,264.0,358.0,1.02
"popularity_module_non_topic_women[0, 0]",264.647,98.666,84.149,440.676,3.96,2.807,622.0,1097.0,1.0
"popularity_module_non_topic_women[0, 1]",-85.706,123.574,-322.71,130.291,4.987,3.528,619.0,1191.0,1.0
"popularity_module_non_topic_women[0, 2]",-476.496,285.198,-1082.63,-76.601,21.928,17.427,240.0,244.0,1.01
"popularity_module_non_topic_women[0, 3]",7.232,106.019,-185.908,212.217,3.944,2.79,722.0,1175.0,1.0
"popularity_module_non_topic_women[0, 4]",-708.774,215.937,-989.168,-175.087,18.12,12.843,206.0,280.0,1.03
"popularity_module_non_topic_women[0, 5]",-62.942,109.928,-261.714,149.48,4.911,3.474,500.0,1059.0,1.01
"popularity_module_non_topic_women[0, 6]",7.779,102.779,-184.124,197.176,3.991,2.823,663.0,889.0,1.0
"popularity_module_non_topic_women[0, 7]",401.995,101.739,222.158,600.414,4.267,3.019,570.0,894.0,1.01
"popularity_module_non_topic_women[0, 8]",326.828,109.866,111.914,525.259,5.016,3.549,479.0,903.0,1.01
"popularity_module_non_topic_women[0, 9]",158.191,106.613,-41.374,345.873,5.744,4.065,344.0,698.0,1.01
"popularity_module_non_topic_women[0, 10]",148.876,130.07,-93.944,384.321,4.694,3.363,764.0,1052.0,1.0
"popularity_module_non_topic_women[0, 11]",13.723,108.01,-187.998,211.233,5.174,3.661,437.0,1144.0,1.02
"popularity_module_non_topic_women[0, 12]",80.518,97.538,-112.946,252.513,4.078,2.885,569.0,971.0,1.0
"popularity_module_non_topic_women[0, 13]",-0.004,269.087,-510.365,523.311,4.931,6.368,2988.0,1573.0,1.0
"popularity_module_non_topic_women[0, 14]",-5.823,258.311,-532.428,441.062,5.025,5.633,2637.0,1568.0,1.0
"popularity_module_non_topic_women[0, 15]",-3.985,276.199,-505.229,523.18,5.708,6.813,2362.0,1183.0,1.0
"popularity_module_non_topic_women[0, 16]",-10.455,261.102,-499.527,474.741,5.447,5.806,2310.0,1417.0,1.01
"popularity_module_non_topic_women[0, 17]",-0.524,270.212,-482.963,524.596,4.952,5.813,2982.0,1484.0,1.0
"popularity_module_non_topic_women[0, 18]",5.865,276.261,-509.114,503.165,5.486,6.412,2567.0,1601.0,1.0
"popularity_module_non_topic_women[0, 19]",1.898,270.474,-504.402,491.988,5.2,6.975,2722.0,1414.0,1.0
"popularity_module_non_topic_women[0, 20]",-5.354,272.217,-496.647,528.912,5.153,6.567,2789.0,1475.0,1.0
"popularity_module_non_topic_women[0, 21]",0.221,267.207,-496.503,478.293,4.61,6.605,3370.0,1403.0,1.0
"popularity_module_non_topic_women[0, 22]",-2.305,268.155,-502.854,498.639,5.207,6.087,2672.0,1474.0,1.0
"popularity_module_non_topic_women[0, 23]",2.398,267.523,-494.261,513.007,5.275,6.419,2578.0,1294.0,1.0
"popularity_module_non_topic_women[0, 24]",-6.0,273.698,-549.07,469.917,4.971,6.266,3020.0,1522.0,1.01
"popularity_module_non_topic_women[0, 25]",-0.909,275.047,-480.332,544.968,5.304,6.415,2683.0,1504.0,1.0
"popularity_module_non_topic_women[0, 26]",-0.453,263.29,-506.707,470.817,5.637,5.292,2192.0,1706.0,1.0
"popularity_module_non_topic_women[0, 27]",-0.491,269.651,-488.063,509.73,5.115,5.832,2785.0,1371.0,1.0
