,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"popularity_module_non_topic_women[0, 19]",-0.781,288.657,-545.307,542.166,1.941,2.573,22127.0,10891.0,1.0
"popularity_module_non_topic_women[0, 20]",-2.668,292.73,-536.697,558.131,2.045,2.583,20490.0,10948.0,1.0
"popularity_module_non_topic_women[0, 21]",-1.523,288.206,-534.464,538.608,1.879,2.776,23537.0,10291.0,1.0
"popularity_module_non_topic_women[0, 22]",-0.836,287.397,-538.287,533.855,2.069,2.547,19302.0,11177.0,1.0
"popularity_module_non_topic_women[0, 23]",1.107,290.225,-538.593,552.193,2.103,2.628,19084.0,10826.0,1.0
"popularity_module_non_topic_women[0, 24]",-3.154,285.414,-552.148,521.378,1.997,2.502,20461.0,11623.0,1.0
"popularity_module_non_topic_women[0, 25]",-2.026,286.887,-564.129,512.347,1.892,2.508,23012.0,11539.0,1.0
"popularity_module_non_topic_women[0, 26]",-4.206,287.444,-549.829,519.53,1.95,2.406,21768.0,11758.0,1.0
"popularity_module_non_topic_women[0, 27]",-2.383,288.498,-549.207,535.656,1.837,2.684,24731.0,11167.0,1.0
"popularity_module_non_topic_women[0, 28]",-0.293,287.898,-544.595,534.375,1.982,2.569,21088.0,10982.0,1.0
"popularity_module_non_topic_women[0, 29]",4.07,286.728,-527.715,545.241,1.955,2.501,21512.0,11070.0,1.0
"popularity_module_non_topic_women[0, 30]",3.521,288.958,-539.483,540.703,1.958,2.565,21788.0,10912.0,1.0
"popularity_module_non_topic_women[0, 31]",0.674,290.133,-542.256,546.78,1.931,2.497,22592.0,11743.0,1.0
"popularity_module_non_topic_women[0, 32]",2.327,284.703,-524.512,556.024,2.018,2.513,19876.0,11317.0,1.0
"popularity_module_non_topic_women[0, 33]",1.297,294.338,-572.797,537.923,1.992,2.602,21833.0,10661.0,1.0
"popularity_module_non_topic_women[0, 34]",-1.526,291.708,-548.932,546.394,1.953,2.675,22312.0,11173.0,1.0
"popularity_module_non_topic_women[0, 35]",-2.494,289.722,-537.611,544.319,2.063,2.497,19727.0,11560.0,1.0
"popularity_module_non_topic_women[0, 36]",1.201,287.303,-543.364,544.19,2.015,2.663,20350.0,10239.0,1.0
"popularity_module_non_topic_women[0, 37]",-1.619,284.151,-524.967,540.209,1.957,2.461,21103.0,11860.0,1.0
"popularity_module_non_topic_women[0, 38]",0.554,284.454,-524.42,541.724,1.946,2.522,21361.0,11282.0,1.0
"popularity_module_non_topic_women[0, 39]",0.466,285.401,-534.22,533.52,1.962,2.484,21170.0,11350.0,1.0
"popularity_module_non_topic_women[0, 40]",-2.258,285.721,-562.344,523.592,1.98,2.498,20812.0,10707.0,1.0
"popularity_module_non_topic_women[0, 41]",0.567,283.652,-545.139,524.719,2.042,2.539,19300.0,10618.0,1.0
"popularity_module_non_topic_women[0, 42]",1.457,290.093,-570.424,523.816,2.053,2.61,19991.0,10903.0,1.0
"popularity_module_non_topic_women[0, 43]",-0.513,291.546,-557.085,539.428,1.916,2.617,23148.0,10907.0,1.0
"popularity_module_non_topic_women[0, 44]",0.096,284.465,-533.111,535.831,1.936,2.403,21581.0,11818.0,1.0
"popularity_module_non_topic_women[0, 45]",2.069,290.505,-539.683,553.005,2.092,2.765,19258.0,10713.0,1.0
"popularity_module_non_topic_women[0, 46]",2.453,287.446,-544.347,535.918,2.07,2.411,19308.0,11214.0,1.0
"popularity_module_non_topic_women[0, 47]",2.02,286.67,-542.352,543.893,1.933,2.487,21977.0,12118.0,1.0
"popularity_module_non_topic_women[0, 48]",-0.487,288.822,-522.451,574.749,1.967,2.507,21601.0,10968.0,1.0
"popularity_module_non_topic_women[0, 49]",0.902,288.488,-535.286,547.035,1.971,2.596,21419.0,11136.0,1.0
"popularity_module_non_topic_women[0, 50]",2.721,289.815,-532.761,549.888,2.086,2.61,19339.0,10852.0,1.0
"popularity_module_non_topic_women[0, 51]",1.907,285.92,-523.567,544.2,1.899,2.57,22668.0,11355.0,1.0
"popularity_module_non_topic_women[0, 52]",-1.239,284.156,-535.728,524.688,1.876,2.447,22903.0,11658.0,1.0
"popularity_module_non_topic_women[1, 0]",151.155,115.781,-67.001,370.218,2.274,1.608,2596.0,6490.0,1.0
"popularity_module_non_topic_women[1, 1]",-113.651,437.809,-955.19,352.446,211.578,161.178,7.0,30.0,1.53
"popularity_module_non_topic_women[1, 2]",-236.194,441.989,-1098.56,239.083,213.016,162.202,7.0,29.0,1.57
"popularity_module_non_topic_women[1, 3]",-62.746,99.025,-250.153,120.407,11.191,7.943,78.0,4927.0,1.04
"popularity_module_non_topic_women[1, 4]",-134.841,134.124,-386.664,116.851,24.86,17.758,29.0,205.0,1.09
"popularity_module_non_topic_women[1, 5]",152.133,218.571,-214.56,597.693,79.623,58.637,8.0,28.0,1.39
"popularity_module_non_topic_women[1, 6]",96.361,106.054,-92.762,303.093,11.198,7.944,90.0,703.0,1.03
"popularity_module_non_topic_women[1, 7]",41.549,94.579,-130.686,224.574,11.25,7.988,71.0,4820.0,1.04
"popularity_module_non_topic_women[1, 8]",107.745,113.135,-105.822,318.41,27.137,19.52,17.0,120.0,1.15
"popularity_module_non_topic_women[1, 9]",37.144,152.614,-244.872,315.763,46.975,34.18,11.0,98.0,1.28
"popularity_module_non_topic_women[1, 10]",386.36,111.041,172.145,590.139,8.473,6.002,172.0,6578.0,1.02
"popularity_module_non_topic_women[1, 11]",-6.435,95.984,-185.999,173.746,10.505,7.454,84.0,3731.0,1.04
"popularity_module_non_topic_women[1, 12]",-38.188,109.922,-240.869,173.515,10.394,7.369,112.0,5700.0,1.03
"popularity_module_non_topic_women[1, 13]",-419.459,320.414,-913.119,81.45,147.204,111.268,6.0,91.0,1.74
"popularity_module_non_topic_women[1, 14]",-1.84,286.684,-545.039,527.375,2.1,2.544,18643.0,10075.0,1.0
"popularity_module_non_topic_women[1, 15]",-0.115,289.008,-570.674,519.259,2.024,2.56,20380.0,11413.0,1.0
"popularity_module_non_topic_women[1, 16]",-1.255,287.473,-549.053,527.891,1.877,2.576,23405.0,11627.0,1.0
"popularity_module_non_topic_women[1, 17]",2.114,286.085,-519.507,547.41,1.872,2.529,23381.0,10620.0,1.0
"popularity_module_non_topic_women[1, 18]",-1.347,291.269,-558.115,532.864,1.914,2.703,23121.0,10790.0,1.0
"popularity_module_non_topic_women[1, 19]",-1.502,285.536,-541.13,527.681,1.927,2.639,21950.0,10589.0,1.0
"popularity_module_non_topic_women[1, 20]",-2.035,295.184,-548.893,560.77,2.08,2.604,20156.0,11731.0,1.0
"popularity_module_non_topic_women[1, 21]",-1.319,291.454,-555.756,543.071,2.056,2.555,20134.0,11513.0,1.0
"popularity_module_non_topic_women[1, 22]",-3.296,287.098,-542.392,528.443,1.846,2.556,24194.0,11030.0,1.0
"popularity_module_non_topic_women[1, 23]",-0.442,287.633,-540.572,536.31,1.959,2.513,21570.0,11465.0,1.0
"popularity_module_non_topic_women[1, 24]",-2.409,292.471,-559.932,542.832,1.935,2.71,22839.0,10756.0,1.0
"popularity_module_non_topic_women[1, 25]",-2.269,289.182,-539.316,554.569,1.92,2.533,22676.0,11097.0,1.0
"popularity_module_non_topic_women[1, 26]",-1.067,289.708,-539.105,548.177,1.979,2.511,21421.0,11700.0,1.0
"popularity_module_non_topic_women[1, 27]",-5.612,291.73,-559.196,540.088,1.922,2.662,23027.0,10236.0,1.0
"popularity_module_non_topic_women[1, 28]",3.409,289.397,-560.335,529.37,2.026,2.805,20424.0,10097.0,1.0
"popularity_module_non_topic_women[1, 29]",0.524,287.76,-537.522,542.483,1.944,2.644,21920.0,10949.0,1.0
"popularity_module_non_topic_women[1, 30]",-1.348,286.004,-554.49,521.545,1.974,2.499,20973.0,11454.0,1.0
"popularity_module_non_topic_women[1, 31]",4.107,291.171,-558.903,531.114,2.086,2.69,19470.0,10871.0,1.0
"popularity_module_non_topic_women[1, 32]",1.98,289.099,-535.773,562.127,1.934,2.682,22351.0,10064.0,1.0
"popularity_module_non_topic_women[1, 33]",0.797,290.403,-525.565,561.273,2.018,2.655,20739.0,10849.0,1.0
"popularity_module_non_topic_women[1, 34]",-0.083,288.542,-554.825,523.918,2.033,2.511,20175.0,11984.0,1.0
"popularity_module_non_topic_women[1, 35]",0.358,287.163,-513.877,558.952,1.999,2.543,20635.0,11277.0,1.0
"popularity_module_non_topic_women[1, 36]",2.577,286.625,-530.176,545.642,2.027,2.457,20023.0,11653.0,1.0
"popularity_module_non_topic_women[1, 37]",4.222,285.883,-532.6,537.08,2.04,2.361,19641.0,11985.0,1.0
"popularity_module_non_topic_women[1, 38]",-0.968,288.657,-543.95,543.41,2.063,2.517,19561.0,10807.0,1.0
"popularity_module_non_topic_women[1, 39]",-0.692,286.297,-538.624,536.066,1.962,2.526,21271.0,10650.0,1.0
"popularity_module_non_topic_women[1, 40]",-1.425,290.222,-532.016,551.869,2.006,2.6,20937.0,10940.0,1.0
"popularity_module_non_topic_women[1, 41]",-3.279,283.855,-553.642,508.337,2.03,2.384,19585.0,10770.0,1.0
"popularity_module_non_topic_women[1, 42]",-2.556,283.851,-527.128,530.684,1.936,2.441,21472.0,10969.0,1.0
"popularity_module_non_topic_women[1, 43]",-2.064,288.574,-531.219,551.35,1.965,2.662,21560.0,10876.0,1.0
"popularity_module_non_topic_women[1, 44]",1.234,290.548,-555.332,541.301,1.951,2.628,22163.0,11085.0,1.0
"popularity_module_non_topic_women[1, 45]",1.013,288.368,-535.054,542.608,1.974,2.566,21379.0,11590.0,1.0
"popularity_module_non_topic_women[1, 46]",2.397,285.702,-523.714,543.9,1.939,2.498,21701.0,11548.0,1.0
"popularity_module_non_topic_women[1, 47]",1.903,282.789,-524.172,533.15,1.999,2.555,19997.0,11083.0,1.0
"popularity_module_non_topic_women[1, 48]",-3.742,284.289,-516.21,548.866,1.917,2.523,22040.0,11361.0,1.0
"popularity_module_non_topic_women[1, 49]",-0.497,285.251,-556.081,521.532,2.009,2.74,20172.0,10171.0,1.0
"popularity_module_non_topic_women[1, 50]",-1.171,290.677,-545.098,546.428,2.097,2.531,19192.0,10744.0,1.0
"popularity_module_non_topic_women[1, 51]",0.925,286.818,-525.948,546.958,1.987,2.648,20836.0,10961.0,1.0
"popularity_module_non_topic_women[1, 52]",-2.343,290.342,-544.454,554.567,2.112,2.853,18862.0,9899.0,1.0
"popularity_module_non_topic_women[2, 0]",198.108,120.614,-26.624,425.168,2.521,1.97,2271.0,6155.0,1.01
"popularity_module_non_topic_women[2, 1]",233.735,204.834,-100.032,639.026,82.629,63.708,8.0,28.0,1.48
"popularity_module_non_topic_women[2, 2]",193.476,203.241,-127.597,613.461,81.397,61.314,7.0,28.0,1.49
"popularity_module_non_topic_women[2, 3]",-189.414,121.382,-423.044,32.695,1.564,1.106,5935.0,9677.0,1.01
"popularity_module_non_topic_women[2, 4]",-886.028,95.286,-1056.43,-704.884,22.221,16.128,18.0,142.0,1.15
"popularity_module_non_topic_women[2, 5]",103.62,213.743,-270.323,518.689,74.071,54.329,9.0,30.0,1.34
"popularity_module_non_topic_women[2, 6]",-16.95,129.457,-262.174,222.568,1.628,1.151,6276.0,9911.0,1.01
"popularity_module_non_topic_women[2, 7]",48.734,96.242,-143.691,218.375,3.959,2.801,581.0,6902.0,1.01
"popularity_module_non_topic_women[2, 8]",31.147,128.896,-210.94,271.969,18.566,13.208,48.0,536.0,1.05
"popularity_module_non_topic_women[2, 9]",-35.003,165.982,-347.073,266.387,46.566,33.714,13.0,106.0,1.22
"popularity_module_non_topic_women[2, 10]",277.529,142.029,-0.36,539.08,9.402,6.915,222.0,7946.0,1.02
"popularity_module_non_topic_women[2, 11]",-77.417,148.422,-352.373,204.956,38.003,27.403,15.0,114.0,1.17
"popularity_module_non_topic_women[2, 12]",49.476,97.352,-126.749,237.283,3.985,2.819,599.0,7113.0,1.01
"popularity_module_non_topic_women[2, 13]",-56.684,127.788,-295.019,179.53,7.252,5.133,314.0,8809.0,1.01
"popularity_module_non_topic_women[2, 14]",253.212,273.404,-203.788,712.082,115.75,86.554,6.0,92.0,1.64
"popularity_module_non_topic_women[2, 15]",-70.919,120.506,-301.8,148.798,21.113,15.065,33.0,427.0,1.08
"popularity_module_non_topic_women[2, 16]",-69.654,106.022,-270.237,127.495,5.283,3.739,402.0,9215.0,1.01
"popularity_module_non_topic_women[2, 17]",2.067,285.083,-543.659,527.877,1.895,2.53,22645.0,11541.0,1.0
"popularity_module_non_topic_women[2, 18]",3.866,286.526,-539.469,531.241,1.979,2.491,21006.0,11758.0,1.0
"popularity_module_non_topic_women[2, 19]",-2.131,290.472,-548.94,546.256,1.987,2.679,21382.0,10866.0,1.0
"popularity_module_non_topic_women[2, 20]",3.421,287.509,-537.028,546.392,1.937,2.607,22040.0,10739.0,1.0
"popularity_module_non_topic_women[2, 21]",-2.465,285.156,-553.013,518.184,2.056,2.569,19214.0,10768.0,1.0
"popularity_module_non_topic_women[2, 22]",1.813,287.26,-525.515,546.891,1.996,2.586,20725.0,10561.0,1.0
"popularity_module_non_topic_women[2, 23]",1.033,290.205,-539.666,548.457,1.975,2.605,21592.0,10782.0,1.0
"popularity_module_non_topic_women[2, 24]",1.974,287.218,-535.916,538.132,2.042,2.742,19806.0,10212.0,1.0
"popularity_module_non_topic_women[2, 25]",0.025,286.487,-559.805,519.353,1.957,2.529,21406.0,11164.0,1.0
"popularity_module_non_topic_women[2, 26]",-0.513,287.446,-545.091,534.935,1.999,2.615,20701.0,11069.0,1.0
"popularity_module_non_topic_women[2, 27]",-0.584,290.766,-540.034,552.249,1.984,2.467,21497.0,11578.0,1.0
"popularity_module_non_topic_women[2, 28]",0.108,289.895,-557.749,532.654,1.949,2.527,22102.0,11956.0,1.0
"popularity_module_non_topic_women[2, 29]",-2.366,289.324,-555.578,527.529,1.996,2.62,21044.0,10904.0,1.0
"popularity_module_non_topic_women[2, 30]",-0.921,289.389,-541.799,540.878,1.97,2.557,21551.0,10129.0,1.0
"popularity_module_non_topic_women[2, 31]",-1.213,286.285,-530.933,539.931,1.911,2.563,22453.0,10526.0,1.0
"popularity_module_non_topic_women[2, 32]",-0.361,289.683,-525.754,561.75,1.953,2.605,21974.0,11554.0,1.0
"popularity_module_non_topic_women[2, 33]",0.037,286.996,-531.429,536.778,1.89,2.768,23031.0,11177.0,1.0
"popularity_module_non_topic_women[2, 34]",-0.794,293.09,-546.522,557.817,1.964,2.672,22292.0,10104.0,1.0
"popularity_module_non_topic_women[2, 35]",1.144,288.794,-542.715,539.068,1.993,2.534,20901.0,11096.0,1.0
"popularity_module_non_topic_women[2, 36]",1.084,286.153,-519.496,537.812,1.93,2.533,21984.0,10933.0,1.0
"popularity_module_non_topic_women[2, 37]",-1.144,286.938,-534.77,544.614,1.897,2.542,22900.0,11021.0,1.0
"popularity_module_non_topic_women[2, 38]",-2.441,287.636,-525.86,553.526,2.007,2.529,20467.0,10856.0,1.0
"popularity_module_non_topic_women[2, 39]",1.91,292.491,-539.647,557.993,1.981,2.757,21768.0,10252.0,1.0
"popularity_module_non_topic_women[2, 40]",2.029,289.062,-528.705,560.948,1.926,2.678,22492.0,10488.0,1.0
"popularity_module_non_topic_women[2, 41]",-2.024,288.368,-537.656,546.74,1.947,2.519,21964.0,11309.0,1.0
"popularity_module_non_topic_women[2, 42]",-5.091,291.097,-554.181,541.716,1.98,2.691,21577.0,10753.0,1.0
"popularity_module_non_topic_women[2, 43]",0.726,286.879,-529.171,543.139,1.95,2.54,21596.0,11631.0,1.0
"popularity_module_non_topic_women[2, 44]",1.297,288.967,-527.742,562.608,1.967,2.521,21550.0,10593.0,1.0
"popularity_module_non_topic_women[2, 45]",2.883,286.16,-532.385,539.537,2.029,2.457,19864.0,11182.0,1.0
"popularity_module_non_topic_women[2, 46]",-3.744,288.185,-562.221,528.134,1.941,2.607,22087.0,10766.0,1.0
"popularity_module_non_topic_women[2, 47]",0.897,286.12,-532.035,543.951,1.969,2.618,21105.0,10984.0,1.0
"popularity_module_non_topic_women[2, 48]",-1.824,286.321,-531.433,541.534,2.002,2.432,20468.0,11347.0,1.0
"popularity_module_non_topic_women[2, 49]",-1.519,285.04,-535.958,535.144,1.971,2.489,20904.0,11413.0,1.0
"popularity_module_non_topic_women[2, 50]",-1.437,287.546,-525.552,557.128,2.004,2.652,20574.0,10597.0,1.0
"popularity_module_non_topic_women[2, 51]",-0.613,285.943,-546.208,519.9,1.969,2.467,21077.0,11416.0,1.0
"popularity_module_non_topic_women[2, 52]",2.746,292.095,-554.122,536.19,2.009,2.61,21138.0,11105.0,1.0
"popularity_module_non_topic_women[3, 0]",-460.263,419.087,-1040.49,141.556,201.204,153.112,6.0,86.0,1.75
"popularity_module_non_topic_women[3, 1]",-104.367,515.382,-1083.47,395.819,252.228,192.547,7.0,28.0,1.55
"popularity_module_non_topic_women[3, 2]",124.001,194.581,-180.716,522.509,79.584,59.274,7.0,28.0,1.53
"popularity_module_non_topic_women[3, 3]",-106.114,89.357,-269.893,66.939,1.606,1.136,3093.0,5105.0,1.0
"popularity_module_non_topic_women[3, 4]",153.34,222.336,-211.819,605.904,84.321,62.321,8.0,28.0,1.42
"popularity_module_non_topic_women[3, 5]",112.444,95.84,-68.665,292.004,6.014,4.258,254.0,4949.0,1.02
"popularity_module_non_topic_women[3, 6]",68.753,80.546,-81.314,220.979,1.548,1.095,2717.0,5309.0,1.01
"popularity_module_non_topic_women[3, 7]",65.209,102.157,-130.924,250.432,21.193,15.178,23.0,199.0,1.11
"popularity_module_non_topic_women[3, 8]",33.035,153.739,-246.659,315.591,50.932,37.234,9.0,114.0,1.34
"popularity_module_non_topic_women[3, 9]",383.722,105.373,188.552,581.048,9.998,7.088,111.0,4723.0,1.03
"popularity_module_non_topic_women[3, 10]",-13.711,128.093,-252.995,219.771,41.974,30.663,10.0,121.0,1.33
"popularity_module_non_topic_women[3, 11]",20.374,82.131,-136.302,172.402,1.499,1.06,3006.0,4847.0,1.01
"popularity_module_non_topic_women[3, 12]",40.189,96.482,-135.169,224.416,3.814,2.698,638.0,5045.0,1.02
