,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"popularity_module_non_topic_women[1, 35]",-5.66,281.725,-545.08,516.773,2.009,2.33,19650.0,11084.0,1.0
"popularity_module_non_topic_women[1, 36]",-0.168,286.686,-515.694,566.505,1.996,2.459,20648.0,11329.0,1.0
"popularity_module_non_topic_women[1, 37]",2.856,286.091,-540.119,525.588,2.025,2.388,19972.0,11617.0,1.0
"popularity_module_non_topic_women[1, 38]",0.635,279.66,-548.489,508.252,1.994,2.314,19707.0,12242.0,1.0
"popularity_module_non_topic_women[1, 39]",-0.276,283.036,-528.861,530.426,1.883,2.604,22629.0,10969.0,1.0
"popularity_module_non_topic_women[1, 40]",0.248,283.089,-535.105,531.602,1.947,2.568,21139.0,11485.0,1.0
"popularity_module_non_topic_women[1, 41]",0.55,287.221,-543.627,537.161,1.955,2.581,21578.0,11076.0,1.0
"popularity_module_non_topic_women[1, 42]",-0.008,283.898,-537.383,526.406,1.902,2.414,22287.0,11913.0,1.0
"popularity_module_non_topic_women[1, 43]",-3.213,283.064,-532.063,529.194,1.905,2.494,22055.0,11211.0,1.0
"popularity_module_non_topic_women[1, 44]",-0.201,285.679,-549.695,524.187,1.941,2.456,21581.0,10615.0,1.0
"popularity_module_non_topic_women[1, 45]",-3.125,288.847,-533.613,548.263,2.08,2.727,19321.0,10915.0,1.0
"popularity_module_non_topic_women[1, 46]",1.082,278.922,-523.218,519.294,2.003,2.276,19354.0,12307.0,1.0
"popularity_module_non_topic_women[1, 47]",1.361,286.186,-515.842,551.584,2.039,2.499,19721.0,10951.0,1.0
"popularity_module_non_topic_women[1, 48]",-0.67,280.663,-503.307,545.616,1.817,2.53,23864.0,10821.0,1.0
"popularity_module_non_topic_women[1, 49]",2.002,289.448,-550.285,540.449,1.945,2.415,22150.0,11523.0,1.0
"popularity_module_non_topic_women[1, 50]",-1.519,282.195,-532.201,533.62,1.908,2.346,21870.0,11498.0,1.0
"popularity_module_non_topic_women[1, 51]",0.18,285.098,-547.853,525.317,1.877,2.406,23109.0,11313.0,1.0
"popularity_module_non_topic_women[1, 52]",-1.691,282.188,-528.171,514.571,1.886,2.519,22422.0,11803.0,1.0
"popularity_module_non_topic_women[2, 0]",210.411,121.406,-10.405,447.955,2.031,1.449,3598.0,6812.0,1.0
"popularity_module_non_topic_women[2, 1]",147.035,125.273,-83.368,386.541,1.835,1.359,4610.0,7325.0,1.01
"popularity_module_non_topic_women[2, 2]",105.132,124.188,-120.841,345.546,1.918,1.356,4195.0,7575.0,1.0
"popularity_module_non_topic_women[2, 3]",-173.817,118.534,-399.551,45.912,1.467,1.037,6532.0,10061.0,1.0
"popularity_module_non_topic_women[2, 4]",-885.571,100.164,-1065.95,-711.673,22.919,16.943,18.0,182.0,1.15
"popularity_module_non_topic_women[2, 5]",30.508,155.636,-261.145,315.315,2.155,1.524,5219.0,8871.0,1.0
"popularity_module_non_topic_women[2, 6]",-8.781,130.043,-245.349,244.246,7.979,5.648,259.0,7624.0,1.02
"popularity_module_non_topic_women[2, 7]",49.94,94.801,-124.418,231.59,1.369,0.968,4797.0,8270.0,1.0
"popularity_module_non_topic_women[2, 8]",26.292,130.159,-223.019,267.635,18.359,13.058,50.0,2417.0,1.05
"popularity_module_non_topic_women[2, 9]",-34.882,154.634,-337.17,242.013,34.269,24.588,20.0,195.0,1.12
"popularity_module_non_topic_women[2, 10]",273.805,140.818,-4.306,524.355,13.305,10.28,107.0,699.0,1.03
"popularity_module_non_topic_women[2, 11]",-55.862,145.057,-319.904,222.304,35.724,25.722,16.0,121.0,1.16
"popularity_module_non_topic_women[2, 12]",49.752,94.451,-129.231,228.3,1.358,0.96,4828.0,8124.0,1.0
"popularity_module_non_topic_women[2, 13]",-53.989,125.71,-298.895,174.27,1.532,1.084,6706.0,9677.0,1.0
"popularity_module_non_topic_women[2, 14]",468.455,163.478,159.221,763.69,5.909,5.895,519.0,3330.0,1.01
"popularity_module_non_topic_women[2, 15]",-71.305,117.19,-294.821,145.304,13.486,9.573,76.0,4840.0,1.04
"popularity_module_non_topic_women[2, 16]",-60.431,103.664,-258.955,127.909,1.414,1.0,5384.0,8756.0,1.0
"popularity_module_non_topic_women[2, 17]",1.842,285.058,-529.546,538.376,2.002,2.456,20270.0,11630.0,1.0
"popularity_module_non_topic_women[2, 18]",0.516,282.119,-535.769,532.317,1.793,2.356,24812.0,12143.0,1.0
"popularity_module_non_topic_women[2, 19]",-1.314,283.41,-534.402,525.095,1.912,2.488,21973.0,11186.0,1.0
"popularity_module_non_topic_women[2, 20]",0.67,284.819,-526.549,538.326,1.941,2.502,21504.0,11694.0,1.0
"popularity_module_non_topic_women[2, 21]",1.432,287.04,-534.303,538.681,1.828,2.571,24641.0,11414.0,1.0
"popularity_module_non_topic_women[2, 22]",-2.57,281.479,-531.278,518.597,1.898,2.423,21995.0,11474.0,1.0
"popularity_module_non_topic_women[2, 23]",0.243,282.104,-540.555,524.416,1.932,2.575,21330.0,10813.0,1.0
"popularity_module_non_topic_women[2, 24]",4.235,285.474,-525.76,543.855,2.013,2.413,20135.0,11869.0,1.0
"popularity_module_non_topic_women[2, 25]",-0.13,282.188,-523.27,537.644,1.951,2.417,20955.0,11603.0,1.0
"popularity_module_non_topic_women[2, 26]",-2.273,283.494,-556.588,511.904,1.944,2.44,21246.0,11509.0,1.0
