,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_topic_all,271.177,55.329,176.322,374.357,18.575,13.592,9.0,41.0,1.34
sigma_topic_women_men_diff,182.693,48.209,102.194,274.494,14.243,10.339,11.0,88.0,1.25
sigma_nontopic_women,284.437,12.689,262.022,308.274,4.531,3.331,8.0,61.0,1.42
sigma_nontopic_men,319.246,26.496,270.534,356.711,12.42,9.416,5.0,26.0,2.0
popularity_topic_all[0],-1.237,279.105,-526.095,531.545,1.891,12.634,22032.0,7525.0,1.01
popularity_topic_all[1],-31.05,95.186,-204.093,150.747,14.974,10.666,41.0,416.0,1.06
popularity_topic_all[2],-26.254,71.961,-157.444,112.248,1.522,1.076,2237.0,4426.0,1.01
popularity_topic_all[3],-253.302,183.179,-560.503,60.511,79.59,59.706,6.0,35.0,1.79
popularity_topic_all[4],2.624,281.801,-498.908,560.325,1.93,10.73,21595.0,6761.0,1.01
popularity_topic_all[5],0.526,273.132,-513.379,525.744,1.802,11.676,23056.0,6577.0,1.02
popularity_topic_all[6],-406.739,162.086,-726.09,-113.512,26.122,18.613,40.0,84.0,1.07
popularity_topic_all[7],4.314,273.855,-509.729,534.243,1.946,10.285,20215.0,8176.0,1.01
popularity_topic_all[8],-1.294,282.367,-540.871,526.936,2.003,7.935,20092.0,8558.0,1.01
popularity_topic_all[9],2.165,275.379,-508.301,530.78,1.789,11.139,23914.0,7025.0,1.01
popularity_topic_all[10],0.229,281.305,-549.099,533.71,1.824,13.824,24057.0,2703.0,1.02
popularity_topic_all[11],96.129,132.587,-157.08,343.856,18.75,13.337,50.0,204.0,1.06
popularity_topic_all[12],4.801,107.187,-185.697,191.455,42.052,31.183,7.0,115.0,1.55
popularity_topic_all[13],162.842,117.645,-54.983,374.033,42.436,31.226,8.0,41.0,1.44
popularity_topic_all[14],-42.728,76.871,-200.157,72.767,31.799,23.714,7.0,28.0,1.53
popularity_topic_all[15],0.914,277.47,-528.502,526.182,1.933,9.827,20852.0,7268.0,1.01
popularity_topic_all[16],-1.413,283.552,-527.089,539.354,1.882,8.756,22842.0,8120.0,1.01
popularity_topic_all[17],1.516,275.082,-542.978,505.855,1.832,10.94,22740.0,4978.0,1.01
popularity_topic_all[18],-116.737,126.78,-319.46,130.835,50.746,37.708,8.0,29.0,1.47
popularity_topic_all[19],-864.541,251.545,-1301.22,-523.059,120.105,91.544,5.0,30.0,2.09
popularity_topic_all[20],-41.898,38.695,-112.648,29.124,12.993,9.508,9.0,39.0,1.36
popularity_topic_all[21],-171.348,78.813,-325.399,-57.994,35.711,27.543,6.0,29.0,1.86
popularity_topic_all[22],-264.592,64.87,-383.711,-139.373,10.443,7.441,39.0,636.0,1.07
popularity_topic_all[23],-59.394,48.774,-145.344,33.699,14.034,10.173,12.0,87.0,1.24
popularity_topic_all[24],-280.424,180.856,-597.782,-59.904,88.413,67.527,5.0,24.0,2.17
popularity_topic_all[25],-114.263,48.932,-206.48,-23.445,10.458,7.496,22.0,380.0,1.13
popularity_topic_all[26],23.346,63.165,-94.626,137.371,21.548,15.786,9.0,41.0,1.37
popularity_topic_all[27],-52.558,41.178,-131.664,22.413,3.205,2.27,164.0,2886.0,1.03
popularity_topic_all[28],-78.36,49.076,-167.949,13.202,13.552,9.806,13.0,59.0,1.23
popularity_topic_all[29],-154.587,118.587,-399.61,16.319,51.445,39.415,7.0,22.0,1.61
popularity_topic_all[30],-520.451,59.718,-631.308,-406.531,15.701,11.493,15.0,56.0,1.2
popularity_topic_all[31],15.232,168.611,-312.161,320.768,2.121,1.5,6360.0,8978.0,1.0
popularity_topic_all[32],-0.478,47.837,-92.688,84.965,12.661,9.142,14.0,63.0,1.2
popularity_topic_all[33],5.947,43.43,-76.766,85.275,15.326,11.257,8.0,41.0,1.43
popularity_topic_all[34],-255.242,117.152,-421.171,-58.305,55.73,42.347,5.0,34.0,2.1
popularity_topic_all[35],56.274,115.901,-162.534,272.394,2.222,1.571,2728.0,6125.0,1.01
popularity_topic_all[36],-116.855,50.414,-208.713,-21.163,14.145,10.306,13.0,67.0,1.23
popularity_topic_women_men_diff[0],-0.189,189.086,-360.143,354.388,1.313,5.956,20897.0,6810.0,1.01
popularity_topic_women_men_diff[1],128.019,135.52,-119.181,392.535,17.682,12.566,60.0,660.0,1.04
popularity_topic_women_men_diff[2],50.941,113.711,-155.857,271.93,5.843,4.135,397.0,4471.0,1.02
popularity_topic_women_men_diff[3],102.298,173.222,-223.308,420.642,57.26,41.854,9.0,46.0,1.34
