,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"popularity_module_non_topic_women[6, 5]",15.571,304.158,-569.708,571.758,33.673,23.896,81.0,168.0,1.06
"popularity_module_non_topic_women[6, 6]",44.332,301.355,-512.572,605.847,35.449,25.168,74.0,144.0,1.07
"popularity_module_non_topic_women[6, 7]",-29.494,285.429,-552.561,489.476,25.834,18.312,122.0,279.0,1.03
"popularity_module_non_topic_women[6, 8]",-28.476,281.656,-546.152,488.204,26.994,19.139,109.0,265.0,1.06
"popularity_module_non_topic_women[6, 9]",-24.742,293.413,-577.468,553.252,26.903,19.07,119.0,192.0,1.02
"popularity_module_non_topic_women[6, 10]",-17.86,306.777,-601.738,579.304,29.934,21.226,106.0,172.0,1.04
"popularity_module_non_topic_women[6, 11]",23.863,279.437,-519.139,543.93,31.043,22.03,81.0,93.0,1.04
"popularity_module_non_topic_women[6, 12]",0.844,273.238,-518.755,509.137,28.179,19.987,94.0,228.0,1.02
"popularity_module_non_topic_women[6, 13]",13.983,291.292,-528.269,580.394,30.987,21.984,90.0,132.0,1.04
"popularity_module_non_topic_women[6, 14]",-72.077,292.368,-663.64,441.33,33.624,23.868,76.0,180.0,1.03
"popularity_module_non_topic_women[6, 15]",0.205,260.785,-485.185,486.488,26.415,18.734,99.0,197.0,1.04
"popularity_module_non_topic_women[6, 16]",7.553,295.966,-527.198,576.328,29.207,20.712,103.0,244.0,1.03
"popularity_module_non_topic_women[6, 17]",30.501,285.392,-499.185,595.922,30.741,21.811,86.0,166.0,1.03
"popularity_module_non_topic_women[6, 18]",-31.953,300.66,-560.788,609.733,31.291,22.196,94.0,103.0,1.05
"popularity_module_non_topic_women[6, 19]",-15.556,258.703,-532.205,470.681,24.918,17.668,108.0,264.0,1.02
"popularity_module_non_topic_women[7, 0]",220.491,190.386,-145.286,559.606,18.594,13.185,105.0,275.0,1.03
"popularity_module_non_topic_women[7, 1]",-362.827,154.807,-653.427,-74.472,14.137,10.021,118.0,277.0,1.01
"popularity_module_non_topic_women[7, 2]",620.147,179.617,287.77,976.349,17.678,12.536,104.0,145.0,1.02
"popularity_module_non_topic_women[7, 3]",-370.704,152.585,-657.003,-77.194,13.19,9.347,134.0,216.0,1.01
"popularity_module_non_topic_women[7, 4]",-395.37,149.662,-673.252,-111.066,12.534,9.034,145.0,227.0,1.02
"popularity_module_non_topic_women[7, 5]",-263.927,150.42,-549.583,24.313,14.052,9.962,115.0,237.0,1.03
"popularity_module_non_topic_women[7, 6]",-38.505,162.571,-348.682,250.739,16.181,11.475,103.0,279.0,1.04
"popularity_module_non_topic_women[7, 7]",98.555,178.244,-237.791,438.639,15.06,10.671,141.0,355.0,1.01
"popularity_module_non_topic_women[7, 8]",87.669,176.06,-237.346,408.191,13.482,9.55,171.0,459.0,1.01
"popularity_module_non_topic_women[7, 9]",10.352,184.202,-344.491,346.727,16.515,11.705,127.0,210.0,1.02
