,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_topic_all,273.613,60.24,173.864,372.543,20.778,15.234,8.0,120.0,1.48
sigma_topic_women_men_diff,188.599,54.302,92.373,281.643,16.425,11.939,11.0,62.0,1.31
sigma_nontopic_women,284.14,15.454,256.759,310.278,6.029,4.468,7.0,89.0,1.61
sigma_nontopic_men,314.729,21.794,280.271,349.684,9.618,7.23,6.0,35.0,2.05
popularity_topic_all[0],27.91,299.61,-521.589,565.793,15.555,16.424,412.0,242.0,1.02
popularity_topic_all[1],-64.166,111.827,-265.819,131.79,28.593,20.617,15.0,104.0,1.21
popularity_topic_all[2],-26.292,82.308,-176.14,119.212,6.771,4.797,152.0,220.0,1.03
popularity_topic_all[3],-245.767,174.068,-540.593,41.668,71.52,53.295,7.0,66.0,1.77
popularity_topic_all[4],-3.185,274.37,-617.194,503.535,8.504,18.287,1026.0,231.0,1.02
popularity_topic_all[5],-22.56,307.05,-612.319,604.976,10.565,25.322,828.0,242.0,1.04
popularity_topic_all[6],-333.534,193.855,-684.859,-21.164,60.065,43.722,11.0,213.0,1.32
popularity_topic_all[7],2.655,298.657,-581.977,519.746,13.74,16.038,509.0,288.0,1.01
popularity_topic_all[8],17.177,244.399,-405.93,501.602,10.584,11.77,543.0,263.0,1.02
popularity_topic_all[9],-16.479,292.867,-638.973,499.811,14.407,16.562,458.0,215.0,1.02
popularity_topic_all[10],-9.586,264.022,-535.081,439.241,13.989,13.493,347.0,261.0,1.01
popularity_topic_all[11],111.08,136.808,-158.283,326.281,24.613,17.571,31.0,278.0,1.09
popularity_topic_all[12],-9.909,104.348,-187.291,171.175,40.616,30.094,7.0,49.0,1.62
popularity_topic_all[13],172.172,112.452,-20.208,372.391,34.338,24.973,11.0,164.0,1.32
popularity_topic_all[14],-59.098,81.354,-222.709,62.479,33.286,24.792,7.0,41.0,1.7
popularity_topic_all[15],-20.185,262.864,-534.327,469.069,12.734,13.952,427.0,262.0,1.02
