,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma_topic_all,235.045,41.371,164.397,313.137,0.888,0.628,2193.0,3803.0,1.0
sigma_topic_women_men_diff,73.674,33.181,1.301,126.461,4.317,3.068,59.0,119.0,1.07
sigma_nontopic_women,287.063,10.141,268.993,307.003,0.285,0.202,1254.0,2995.0,1.01
sigma_nontopic_men,356.258,13.103,331.549,380.492,2.683,1.921,24.0,126.0,1.11
popularity_topic_all[0],2.273,241.986,-467.232,439.887,2.642,3.096,8427.0,5224.0,1.0
popularity_topic_all[1],-1.648,238.24,-462.032,430.27,2.454,2.775,9617.0,5360.0,1.0
popularity_topic_all[2],-1.001,244.971,-464.719,454.648,2.619,2.978,8835.0,5389.0,1.0
popularity_topic_all[3],1.445,237.586,-444.765,451.197,2.636,3.074,8371.0,4705.0,1.0
popularity_topic_all[4],0.198,238.234,-437.247,458.684,2.526,2.772,8946.0,5551.0,1.0
popularity_topic_all[5],37.464,75.15,-108.785,173.612,2.229,1.577,1142.0,1878.0,1.0
popularity_topic_all[6],112.946,91.332,-62.775,287.617,2.799,1.979,1065.0,1851.0,1.0
popularity_topic_all[7],52.231,77.417,-90.156,199.956,2.532,1.791,936.0,2119.0,1.01
popularity_topic_all[8],1.089,236.831,-474.11,427.516,2.447,2.972,9429.0,5203.0,1.0
popularity_topic_all[9],1.252,240.579,-450.584,446.996,2.846,3.168,7476.0,4868.0,1.0
popularity_topic_all[10],3.535,239.074,-437.923,454.278,2.397,2.749,10026.0,5927.0,1.0
popularity_topic_all[11],-1.714,238.545,-431.678,453.953,2.435,3.006,9632.0,5537.0,1.0
popularity_topic_all[12],-125.997,194.351,-490.082,234.471,3.338,2.444,3401.0,4041.0,1.0
popularity_topic_all[13],-173.974,131.595,-421.363,67.191,2.534,1.792,2698.0,4136.0,1.0
popularity_topic_all[14],4.285,242.656,-434.792,484.633,2.606,2.909,8715.0,5310.0,1.0
popularity_topic_all[15],1.411,236.512,-466.13,427.192,2.507,2.819,8980.0,5109.0,1.0
popularity_topic_all[16],0.146,241.114,-436.757,468.068,2.616,2.883,8621.0,5341.0,1.0
popularity_topic_all[17],1.109,234.692,-450.062,435.474,2.343,2.699,10085.0,5871.0,1.0
popularity_topic_all[18],-1.568,235.586,-447.337,444.521,2.665,2.792,8017.0,5109.0,1.0
popularity_topic_all[19],6.313,238.892,-448.389,458.82,2.51,2.99,9124.0,5354.0,1.0
popularity_topic_all[20],64.275,30.62,8.574,122.357,1.2,0.849,651.0,1484.0,1.01
popularity_topic_all[21],-118.475,42.08,-194.563,-37.498,1.967,1.403,455.0,1367.0,1.02
popularity_topic_all[22],-782.54,49.943,-876.0,-686.518,8.78,6.323,33.0,236.0,1.09
popularity_topic_all[23],-14.538,47.924,-103.801,76.661,4.148,2.94,133.0,595.0,1.03
popularity_topic_all[24],-70.754,46.831,-160.026,17.511,8.974,6.415,27.0,191.0,1.11
popularity_topic_all[25],-121.856,40.617,-195.928,-44.659,1.63,1.153,620.0,1430.0,1.01
popularity_topic_all[26],132.273,50.926,32.89,224.573,1.894,1.378,725.0,1045.0,1.0
popularity_topic_all[27],92.994,48.41,1.612,183.654,1.618,1.145,898.0,1436.0,1.01
popularity_topic_all[28],73.878,41.511,-3.272,152.032,1.777,1.257,545.0,1185.0,1.01
popularity_topic_all[29],-62.452,78.852,-217.871,81.378,2.506,1.773,992.0,1664.0,1.01
popularity_topic_all[30],-284.882,64.323,-408.826,-164.815,13.976,10.022,21.0,148.0,1.13
popularity_topic_all[31],388.357,122.695,156.681,616.833,3.298,2.332,1385.0,2085.0,1.0
popularity_topic_all[32],51.481,44.416,-30.271,134.635,1.695,1.199,686.0,1334.0,1.0
popularity_topic_all[33],44.194,35.331,-24.365,107.412,1.373,0.971,661.0,1286.0,1.01
popularity_topic_all[34],-19.09,39.311,-91.899,54.203,1.777,1.257,487.0,1155.0,1.01
popularity_topic_all[35],-138.728,118.346,-362.146,87.788,2.72,1.924,1896.0,2955.0,1.0
popularity_topic_all[36],38.29,49.072,-53.673,128.885,6.68,4.749,54.0,774.0,1.07
popularity_topic_women_men_diff[0],0.974,78.988,-149.787,157.383,1.125,1.47,5789.0,2923.0,1.02
popularity_topic_women_men_diff[1],-1.848,83.72,-164.48,156.517,1.2,1.86,6039.0,2134.0,1.02
popularity_topic_women_men_diff[2],1.076,79.642,-148.507,159.732,1.02,1.691,6434.0,3442.0,1.02
popularity_topic_women_men_diff[3],0.989,79.355,-151.992,161.437,1.043,1.422,6013.0,3091.0,1.02
popularity_topic_women_men_diff[4],-1.192,81.919,-157.823,161.949,1.163,1.691,5309.0,2798.0,1.02
popularity_topic_women_men_diff[5],4.928,68.008,-126.059,142.226,1.397,1.446,2503.0,1937.0,1.01
popularity_topic_women_men_diff[6],6.185,71.893,-129.187,145.721,1.394,1.361,2881.0,2232.0,1.01
popularity_topic_women_men_diff[7],-11.137,69.59,-154.04,117.976,1.539,1.305,2138.0,2206.0,1.01
popularity_topic_women_men_diff[8],-0.353,81.801,-154.146,166.88,1.116,1.56,5961.0,2697.0,1.02
popularity_topic_women_men_diff[9],0.976,80.2,-157.598,157.59,1.061,1.787,6109.0,2579.0,1.02
popularity_topic_women_men_diff[10],0.572,81.029,-148.455,175.17,1.17,1.505,5075.0,2705.0,1.02
popularity_topic_women_men_diff[11],0.619,82.412,-161.915,163.747,1.178,1.798,5366.0,2391.0,1.02
popularity_topic_women_men_diff[12],-7.981,77.416,-156.07,146.649,0.986,1.346,6514.0,3353.0,1.01
popularity_topic_women_men_diff[13],-2.721,75.421,-158.318,140.874,1.132,1.375,4803.0,2236.0,1.02
popularity_topic_women_men_diff[14],0.278,81.0,-153.696,159.814,1.095,1.421,5908.0,3076.0,1.02
popularity_topic_women_men_diff[15],-0.481,80.404,-157.298,160.743,1.014,1.496,6682.0,2987.0,1.02
popularity_topic_women_men_diff[16],-1.658,80.999,-172.828,146.383,1.099,1.607,5893.0,2967.0,1.02
popularity_topic_women_men_diff[17],1.209,82.863,-151.406,175.377,1.077,1.689,6509.0,2479.0,1.02
popularity_topic_women_men_diff[18],0.658,80.094,-143.642,165.389,1.239,1.536,4680.0,2544.0,1.02
popularity_topic_women_men_diff[19],2.045,80.137,-152.715,160.698,1.034,1.655,6462.0,3070.0,1.02
popularity_topic_women_men_diff[20],-45.957,45.898,-135.358,33.307,1.987,1.406,549.0,1713.0,1.01
popularity_topic_women_men_diff[21],-45.893,54.369,-154.251,46.865,2.26,1.599,619.0,1466.0,1.01
popularity_topic_women_men_diff[22],149.804,90.783,-10.518,302.857,12.016,8.54,54.0,158.0,1.07
popularity_topic_women_men_diff[23],17.32,58.598,-89.835,135.109,1.975,1.397,906.0,1456.0,1.01
popularity_topic_women_men_diff[24],-8.935,57.19,-121.116,103.697,6.865,4.875,73.0,198.0,1.05
popularity_topic_women_men_diff[25],2.349,52.717,-97.791,102.185,1.435,1.015,1352.0,2072.0,1.01
popularity_topic_women_men_diff[26],20.62,57.485,-84.083,136.875,1.692,1.28,1238.0,1523.0,1.01
popularity_topic_women_men_diff[27],-6.658,58.252,-116.07,109.442,1.465,1.076,1691.0,2175.0,1.01
popularity_topic_women_men_diff[28],-28.773,53.627,-132.405,73.191,1.905,1.436,828.0,1301.0,1.01
popularity_topic_women_men_diff[29],-21.83,70.265,-160.386,110.162,1.591,1.399,2120.0,2156.0,1.01
popularity_topic_women_men_diff[30],-55.1,74.822,-209.454,65.937,13.643,9.742,34.0,227.0,1.08
popularity_topic_women_men_diff[31],6.876,74.216,-135.05,157.146,1.136,1.374,4493.0,3118.0,1.02
popularity_topic_women_men_diff[32],-6.425,54.669,-107.214,102.802,1.664,1.177,1084.0,1653.0,1.01
popularity_topic_women_men_diff[33],-11.613,47.988,-103.84,79.338,1.736,1.228,777.0,1639.0,1.01
popularity_topic_women_men_diff[34],38.769,50.737,-49.396,141.957,2.036,1.544,689.0,1185.0,1.01
popularity_topic_women_men_diff[35],-2.431,75.341,-166.76,131.186,1.148,1.469,4647.0,3034.0,1.02
