,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
popularity_topic_women_men_diff[19],-21.23,56.23,-153.7,75.578,17.574,12.799,13.0,17.0,1.23
popularity_topic_women_men_diff[20],-17.056,63.563,-159.837,86.96,18.346,14.361,19.0,61.0,1.25
popularity_topic_women_men_diff[21],13.817,62.515,-91.346,152.008,11.577,10.156,40.0,25.0,1.16
popularity_topic_women_men_diff[22],4.581,43.754,-74.734,92.597,6.27,7.801,49.0,68.0,1.17
popularity_topic_women_men_diff[23],24.704,66.531,-82.613,157.453,24.87,18.357,11.0,25.0,1.36
popularity_topic_women_men_diff[24],-8.247,65.467,-163.478,92.996,16.067,11.567,20.0,18.0,1.16
popularity_topic_women_men_diff[25],24.614,88.1,-107.805,234.773,35.308,26.239,7.0,18.0,1.56
popularity_topic_women_men_diff[26],-9.193,41.195,-85.911,72.115,8.065,5.768,28.0,54.0,1.12
popularity_topic_women_men_diff[27],-25.297,59.802,-141.877,77.455,12.023,8.954,37.0,37.0,1.13
popularity_topic_women_men_diff[28],36.545,58.849,-57.678,172.044,21.236,15.627,9.0,24.0,1.42
popularity_topic_women_men_diff[29],-14.125,69.471,-180.416,99.84,17.946,12.997,20.0,22.0,1.21
popularity_topic_women_men_diff[30],-21.806,66.453,-153.568,90.273,24.157,17.787,10.0,15.0,1.35
popularity_topic_women_men_diff[31],0.17,57.68,-121.091,110.045,16.757,12.154,11.0,26.0,1.32
popularity_topic_women_men_diff[32],-16.5,61.034,-166.322,81.145,9.41,9.347,52.0,34.0,1.18
popularity_topic_women_men_diff[33],-6.348,48.675,-102.093,85.657,10.303,7.383,25.0,44.0,1.13
popularity_topic_women_men_diff[34],5.437,70.301,-117.2,157.178,9.409,6.688,66.0,77.0,1.16
popularity_topic_women_men_diff[35],-28.304,51.564,-137.328,55.922,13.859,10.014,16.0,90.0,1.19
popularity_topic_women_men_diff[36],-34.862,76.72,-211.349,77.358,27.836,20.493,9.0,50.0,1.39
popularity_topic_women_men_diff[37],7.822,66.415,-125.227,141.548,7.984,9.401,77.0,75.0,1.15
popularity_topic_women_men_diff[38],12.411,56.888,-87.344,144.504,11.015,10.361,27.0,32.0,1.22
"popularity_module_non_topic_women[0, 0]",522.891,94.442,343.333,683.252,22.942,16.51,18.0,72.0,1.2
"popularity_module_non_topic_women[0, 1]",101.926,138.644,-186.513,396.594,55.072,40.889,7.0,13.0,1.62
"popularity_module_non_topic_women[0, 2]",131.976,126.959,-121.386,345.96,46.174,34.0,8.0,13.0,1.52
"popularity_module_non_topic_women[0, 3]",-63.743,100.017,-249.435,112.126,18.097,12.921,30.0,31.0,1.12
"popularity_module_non_topic_women[0, 4]",-187.77,161.666,-444.308,131.619,66.561,49.611,6.0,18.0,1.8
"popularity_module_non_topic_women[0, 5]",46.2,122.705,-167.081,299.874,34.448,24.941,13.0,36.0,1.28
"popularity_module_non_topic_women[0, 6]",-436.784,139.268,-737.599,-210.087,56.976,42.576,6.0,12.0,1.77
"popularity_module_non_topic_women[0, 7]",-98.142,136.456,-324.282,161.306,57.672,43.116,6.0,30.0,1.87
"popularity_module_non_topic_women[0, 8]",-58.06,111.375,-243.185,139.35,41.464,30.594,7.0,46.0,1.54
"popularity_module_non_topic_women[0, 9]",31.132,151.766,-231.046,324.308,56.808,41.936,7.0,34.0,1.57
"popularity_module_non_topic_women[0, 10]",-73.697,218.996,-513.543,342.925,89.22,66.423,7.0,16.0,1.72
"popularity_module_non_topic_women[0, 11]",151.119,126.938,-59.787,414.14,37.983,27.593,11.0,40.0,1.29
"popularity_module_non_topic_women[0, 12]",50.074,172.636,-224.279,422.85,65.92,48.752,7.0,29.0,1.6
"popularity_module_non_topic_women[0, 13]",-224.106,195.763,-592.623,114.663,64.832,47.396,9.0,35.0,1.4
"popularity_module_non_topic_women[0, 14]",80.254,272.977,-345.597,639.596,121.54,91.467,5.0,16.0,2.3
"popularity_module_non_topic_women[0, 15]",-121.225,200.175,-484.343,223.504,80.477,59.828,7.0,32.0,1.63
"popularity_module_non_topic_women[0, 16]",147.687,200.446,-217.599,504.074,66.25,48.426,10.0,50.0,1.4
"popularity_module_non_topic_women[0, 17]",-7.27,192.603,-366.224,325.187,63.17,46.149,9.0,19.0,1.35
"popularity_module_non_topic_women[0, 18]",-74.022,240.027,-499.176,314.058,80.61,58.988,9.0,54.0,1.37
"popularity_module_non_topic_women[0, 19]",-66.737,286.235,-519.377,471.259,120.106,89.716,6.0,16.0,1.75
"popularity_module_non_topic_women[1, 0]",127.878,177.919,-198.464,455.491,53.184,42.325,11.0,29.0,1.27
"popularity_module_non_topic_women[1, 1]",-83.019,126.159,-311.677,151.013,48.34,35.762,7.0,33.0,1.59
"popularity_module_non_topic_women[1, 2]",84.46,132.361,-194.176,303.078,45.308,33.201,9.0,19.0,1.45
"popularity_module_non_topic_women[1, 3]",75.135,166.632,-235.399,328.714,65.849,48.865,7.0,25.0,1.52
"popularity_module_non_topic_women[1, 4]",-20.402,148.117,-229.371,309.542,62.303,46.552,7.0,43.0,1.64
"popularity_module_non_topic_women[1, 5]",-19.235,200.05,-352.06,342.366,82.755,61.714,6.0,19.0,1.85
"popularity_module_non_topic_women[1, 6]",-138.641,119.935,-392.036,75.575,46.332,34.304,7.0,26.0,1.58
"popularity_module_non_topic_women[1, 7]",40.461,144.301,-233.425,280.05,51.889,38.171,8.0,43.0,1.46
"popularity_module_non_topic_women[1, 8]",-7.142,213.334,-312.811,380.088,95.05,71.538,6.0,17.0,1.85
"popularity_module_non_topic_women[1, 9]",20.259,145.576,-249.52,303.262,42.64,30.94,12.0,32.0,1.26
"popularity_module_non_topic_women[1, 10]",-33.509,231.822,-425.204,441.451,84.165,61.964,7.0,14.0,1.5
"popularity_module_non_topic_women[1, 11]",19.244,248.907,-361.282,527.134,89.522,65.856,8.0,43.0,1.44
"popularity_module_non_topic_women[1, 12]",-57.939,260.772,-547.138,395.866,101.7,75.369,6.0,15.0,1.68
"popularity_module_non_topic_women[1, 13]",34.798,314.053,-503.46,572.435,131.143,97.906,6.0,22.0,1.8
"popularity_module_non_topic_women[1, 14]",2.755,233.265,-441.834,394.656,100.672,75.457,5.0,12.0,2.08
"popularity_module_non_topic_women[1, 15]",1.75,255.413,-398.042,508.067,110.281,82.664,6.0,14.0,1.91
"popularity_module_non_topic_women[1, 16]",-24.28,217.283,-393.469,375.308,79.474,58.548,8.0,21.0,1.54
"popularity_module_non_topic_women[1, 17]",-13.951,222.298,-495.037,369.41,80.551,59.294,8.0,17.0,1.49
"popularity_module_non_topic_women[1, 18]",-54.64,294.217,-637.872,404.28,125.205,93.682,6.0,24.0,1.83
"popularity_module_non_topic_women[1, 19]",-147.164,185.665,-456.471,223.032,72.838,54.011,7.0,31.0,1.65
"popularity_module_non_topic_women[2, 0]",-524.635,103.864,-739.139,-353.846,29.175,21.124,13.0,28.0,1.24
"popularity_module_non_topic_women[2, 1]",-65.886,157.164,-326.528,240.529,67.649,50.688,6.0,23.0,1.97
"popularity_module_non_topic_women[2, 2]",174.074,122.477,-49.563,414.306,45.631,34.453,7.0,15.0,1.57
"popularity_module_non_topic_women[2, 3]",-34.884,146.047,-316.806,235.619,57.058,42.292,7.0,24.0,1.67
"popularity_module_non_topic_women[2, 4]",-7.419,187.298,-321.119,396.187,79.46,59.433,6.0,18.0,1.78
"popularity_module_non_topic_women[2, 5]",228.018,209.924,-102.771,581.747,92.354,69.392,6.0,41.0,1.93
"popularity_module_non_topic_women[2, 6]",-228.468,144.922,-437.04,72.863,58.972,43.898,7.0,24.0,1.68
"popularity_module_non_topic_women[2, 7]",63.91,152.788,-196.48,329.562,62.009,46.145,6.0,24.0,1.71
"popularity_module_non_topic_women[2, 8]",47.68,185.331,-303.337,360.143,71.608,53.019,7.0,20.0,1.62
"popularity_module_non_topic_women[2, 9]",-57.358,194.293,-410.58,284.67,74.016,54.728,7.0,21.0,1.59
"popularity_module_non_topic_women[2, 10]",41.753,232.593,-429.911,431.73,96.649,72.113,6.0,43.0,1.68
"popularity_module_non_topic_women[2, 11]",83.011,217.58,-292.15,456.755,84.88,62.905,7.0,71.0,1.54
"popularity_module_non_topic_women[2, 12]",226.703,253.484,-180.449,670.283,89.865,66.031,9.0,14.0,1.41
"popularity_module_non_topic_women[2, 13]",17.153,252.161,-391.363,501.706,90.746,66.76,9.0,19.0,1.39
"popularity_module_non_topic_women[2, 14]",-23.427,234.19,-476.268,398.084,95.118,70.79,6.0,29.0,1.77
"popularity_module_non_topic_women[2, 15]",104.132,226.896,-320.002,539.042,84.094,62.023,8.0,21.0,1.5
"popularity_module_non_topic_women[2, 16]",2.334,172.7,-282.743,334.364,51.864,37.684,12.0,18.0,1.29
"popularity_module_non_topic_women[2, 17]",-46.23,313.05,-769.862,440.9,133.147,99.619,6.0,13.0,1.92
"popularity_module_non_topic_women[2, 18]",-38.533,192.416,-355.553,395.192,72.922,53.892,7.0,15.0,1.57
"popularity_module_non_topic_women[2, 19]",-240.763,200.984,-685.601,95.886,51.68,37.272,14.0,34.0,1.22
"popularity_module_non_topic_women[3, 0]",409.437,217.903,59.191,808.011,99.483,75.129,5.0,12.0,2.44
"popularity_module_non_topic_women[3, 1]",24.08,172.892,-284.148,344.085,73.323,54.84,6.0,20.0,1.93
"popularity_module_non_topic_women[3, 2]",-617.872,131.212,-848.312,-363.324,47.074,34.781,8.0,15.0,1.49
"popularity_module_non_topic_women[3, 3]",-37.241,193.296,-452.033,275.109,83.358,62.473,5.0,14.0,2.05
"popularity_module_non_topic_women[3, 4]",92.698,133.059,-137.025,295.77,37.078,26.836,13.0,25.0,1.23
"popularity_module_non_topic_women[3, 5]",194.138,203.404,-158.31,538.178,92.804,70.079,5.0,21.0,2.36
"popularity_module_non_topic_women[3, 6]",-20.564,256.362,-570.843,417.256,106.715,79.639,6.0,13.0,1.82
"popularity_module_non_topic_women[3, 7]",26.961,261.687,-391.918,663.774,94.861,69.83,8.0,12.0,1.45
"popularity_module_non_topic_women[3, 8]",-61.419,197.055,-467.455,257.355,65.272,47.718,10.0,18.0,1.34
"popularity_module_non_topic_women[3, 9]",134.685,222.523,-252.195,514.786,79.374,58.352,8.0,39.0,1.43
"popularity_module_non_topic_women[3, 10]",21.473,189.878,-315.205,378.986,48.54,34.999,14.0,64.0,1.22
"popularity_module_non_topic_women[3, 11]",-40.867,227.087,-488.369,306.859,68.796,50.011,11.0,24.0,1.33
"popularity_module_non_topic_women[3, 12]",-72.708,181.019,-340.465,286.958,46.593,33.605,16.0,37.0,1.18
"popularity_module_non_topic_women[3, 13]",-42.21,199.589,-413.054,297.065,78.391,58.135,7.0,20.0,1.68
"popularity_module_non_topic_women[3, 14]",0.676,149.822,-260.345,319.092,46.524,33.87,10.0,61.0,1.32
"popularity_module_non_topic_women[3, 15]",104.189,353.23,-454.101,757.849,149.837,112.069,6.0,19.0,1.85
"popularity_module_non_topic_women[3, 16]",-168.691,185.243,-529.413,169.516,60.18,43.937,10.0,35.0,1.37
"popularity_module_non_topic_women[3, 17]",-21.658,219.449,-419.748,304.21,94.205,70.563,6.0,25.0,1.8
"popularity_module_non_topic_women[3, 18]",5.894,239.892,-447.89,394.93,87.752,64.647,8.0,20.0,1.49
"popularity_module_non_topic_women[3, 19]",20.594,225.196,-444.923,436.263,80.951,59.548,8.0,25.0,1.48
"popularity_module_non_topic_women[4, 0]",192.892,124.32,-76.033,389.513,50.125,37.275,7.0,12.0,1.58
"popularity_module_non_topic_women[4, 1]",-175.689,161.56,-447.226,125.607,68.809,51.491,6.0,16.0,1.9
"popularity_module_non_topic_women[4, 2]",-436.29,128.637,-671.633,-210.076,47.385,34.93,8.0,27.0,1.5
"popularity_module_non_topic_women[4, 3]",287.043,103.007,113.58,481.282,29.035,22.159,13.0,49.0,1.26
"popularity_module_non_topic_women[4, 4]",418.941,115.65,189.379,630.992,40.562,29.779,8.0,44.0,1.44
"popularity_module_non_topic_women[4, 5]",-383.924,133.412,-638.532,-113.117,41.63,30.316,10.0,18.0,1.32
"popularity_module_non_topic_women[4, 6]",-88.408,117.092,-311.751,109.897,37.636,27.459,10.0,32.0,1.34
"popularity_module_non_topic_women[4, 7]",211.257,145.819,-71.558,449.546,54.81,40.476,7.0,48.0,1.52
"popularity_module_non_topic_women[4, 8]",-117.364,207.571,-523.681,294.424,68.848,51.255,10.0,17.0,1.35
"popularity_module_non_topic_women[4, 9]",32.404,202.037,-346.832,347.384,59.987,43.558,14.0,99.0,1.31
"popularity_module_non_topic_women[4, 10]",21.699,203.987,-351.883,353.026,75.82,55.935,8.0,35.0,1.5
"popularity_module_non_topic_women[4, 11]",126.004,208.906,-365.202,459.426,69.403,50.748,10.0,12.0,1.34
"popularity_module_non_topic_women[4, 12]",-4.117,214.478,-358.741,458.309,77.774,57.254,8.0,13.0,1.53
"popularity_module_non_topic_women[4, 13]",-188.638,276.454,-650.367,379.95,115.516,86.245,6.0,11.0,1.77
"popularity_module_non_topic_women[4, 14]",-49.429,143.211,-275.081,257.816,39.465,28.549,14.0,47.0,1.21
"popularity_module_non_topic_women[4, 15]",-116.894,203.343,-491.435,247.815,72.533,56.299,8.0,20.0,1.44
"popularity_module_non_topic_women[4, 16]",-47.658,235.814,-460.529,370.578,86.97,64.116,8.0,20.0,1.5
"popularity_module_non_topic_women[4, 17]",154.548,213.442,-181.122,559.431,66.952,48.771,11.0,29.0,1.32
"popularity_module_non_topic_women[4, 18]",-23.006,271.736,-472.49,516.504,104.732,77.526,7.0,37.0,1.57
"popularity_module_non_topic_women[4, 19]",-20.961,261.325,-491.003,453.415,107.768,80.34,6.0,13.0,1.81
"popularity_module_non_topic_women[5, 0]",83.987,121.547,-124.948,303.589,38.032,27.701,10.0,24.0,1.32
"popularity_module_non_topic_women[5, 1]",-116.038,117.874,-308.399,150.644,40.624,29.784,9.0,19.0,1.37
"popularity_module_non_topic_women[5, 2]",111.367,120.022,-140.046,315.443,40.543,29.681,10.0,47.0,1.35
"popularity_module_non_topic_women[5, 3]",45.487,126.116,-186.297,313.549,45.478,33.463,8.0,19.0,1.52
"popularity_module_non_topic_women[5, 4]",-63.156,126.985,-302.595,185.503,38.293,27.83,11.0,17.0,1.28
"popularity_module_non_topic_women[5, 5]",-128.678,150.202,-417.536,145.609,47.447,34.578,10.0,63.0,1.33
"popularity_module_non_topic_women[5, 6]",-19.522,251.11,-444.547,493.842,103.554,77.198,6.0,22.0,1.74
"popularity_module_non_topic_women[5, 7]",-267.012,193.382,-623.763,149.81,74.588,55.216,7.0,12.0,1.56
"popularity_module_non_topic_women[5, 8]",-60.514,215.181,-541.526,294.962,76.029,55.85,8.0,51.0,1.44
"popularity_module_non_topic_women[5, 9]",5.513,109.984,-237.297,186.206,32.228,23.385,11.0,39.0,1.28
"popularity_module_non_topic_women[5, 10]",-63.309,190.799,-411.945,291.924,62.012,45.276,10.0,17.0,1.35
"popularity_module_non_topic_women[5, 11]",67.554,195.498,-254.377,421.654,79.03,58.786,6.0,14.0,1.73
"popularity_module_non_topic_women[5, 12]",82.811,237.145,-322.131,558.642,103.538,77.719,5.0,11.0,2.04
"popularity_module_non_topic_women[5, 13]",-5.9,136.972,-231.564,260.128,50.392,37.142,8.0,16.0,1.5
"popularity_module_non_topic_women[5, 14]",-134.209,83.281,-277.869,32.566,24.478,17.765,12.0,34.0,1.28
"popularity_module_non_topic_women[5, 15]",122.985,138.246,-121.254,372.554,52.324,38.665,7.0,29.0,1.59
"popularity_module_non_topic_women[5, 16]",171.352,145.741,-105.954,441.668,60.157,44.851,6.0,12.0,1.67
"popularity_module_non_topic_women[5, 17]",-32.351,186.593,-364.747,302.037,53.71,38.936,13.0,42.0,1.26
"popularity_module_non_topic_women[5, 18]",41.156,236.922,-352.911,580.999,94.603,70.278,7.0,11.0,1.66
"popularity_module_non_topic_women[5, 19]",109.599,250.106,-311.272,580.782,74.041,54.704,13.0,46.0,1.26
"popularity_module_non_topic_women[6, 0]",34.884,179.547,-228.911,518.932,75.579,56.477,6.0,14.0,1.85
"popularity_module_non_topic_women[6, 1]",388.133,179.973,125.988,798.961,78.263,61.919,7.0,13.0,1.67
"popularity_module_non_topic_women[6, 2]",-388.825,146.08,-601.532,-59.573,58.37,43.365,7.0,14.0,1.59
"popularity_module_non_topic_women[6, 3]",-10.76,248.857,-406.522,526.904,98.664,73.241,7.0,15.0,1.66
"popularity_module_non_topic_women[6, 4]",80.696,261.126,-348.448,556.864,106.05,78.925,6.0,34.0,1.68
"popularity_module_non_topic_women[6, 5]",9.067,252.961,-461.12,396.855,104.471,77.895,6.0,40.0,1.7
"popularity_module_non_topic_women[6, 6]",8.384,197.714,-306.594,359.137,78.442,58.234,7.0,28.0,1.64
"popularity_module_non_topic_women[6, 7]",-116.745,217.471,-552.234,202.174,67.617,49.23,11.0,23.0,1.3
"popularity_module_non_topic_women[6, 8]",-75.924,194.008,-425.828,253.973,69.353,50.994,8.0,25.0,1.47
"popularity_module_non_topic_women[6, 9]",-20.718,206.876,-334.27,382.069,78.247,57.817,7.0,13.0,1.58
"popularity_module_non_topic_women[6, 10]",12.732,154.384,-283.588,293.49,42.509,30.749,14.0,20.0,1.22
"popularity_module_non_topic_women[6, 11]",-142.403,233.418,-570.206,309.208,68.28,49.54,11.0,17.0,1.3
"popularity_module_non_topic_women[6, 12]",9.253,214.614,-397.786,465.272,80.817,59.692,8.0,15.0,1.53
"popularity_module_non_topic_women[6, 13]",22.439,224.203,-449.621,435.197,72.315,52.772,10.0,18.0,1.35
"popularity_module_non_topic_women[6, 14]",-102.934,220.928,-557.028,278.293,76.969,64.51,9.0,12.0,1.39
"popularity_module_non_topic_women[6, 15]",109.902,198.9,-245.919,470.899,75.492,55.799,7.0,27.0,1.57
"popularity_module_non_topic_women[6, 16]",-58.552,245.798,-451.695,373.093,95.3,70.584,7.0,24.0,1.55
"popularity_module_non_topic_women[6, 17]",-0.582,261.985,-426.706,620.977,96.845,71.411,8.0,12.0,1.52
"popularity_module_non_topic_women[6, 18]",-60.605,180.72,-410.006,248.77,61.213,44.821,9.0,89.0,1.36
"popularity_module_non_topic_women[6, 19]",76.634,279.769,-481.839,564.68,119.606,89.543,6.0,12.0,1.94
"popularity_module_non_topic_women[7, 0]",236.288,117.508,-18.853,434.944,26.374,18.931,20.0,88.0,1.15
"popularity_module_non_topic_women[7, 1]",-394.817,139.438,-655.672,-144.254,47.698,35.125,9.0,18.0,1.41
"popularity_module_non_topic_women[7, 2]",620.941,146.181,305.077,868.841,50.066,37.155,9.0,26.0,1.43
"popularity_module_non_topic_women[7, 3]",-354.869,148.413,-594.39,-27.08,52.499,38.568,8.0,17.0,1.42
"popularity_module_non_topic_women[7, 4]",-407.616,105.77,-630.615,-241.326,27.475,20.041,15.0,35.0,1.19
"popularity_module_non_topic_women[7, 5]",-271.412,113.027,-507.679,-62.163,27.823,20.389,18.0,41.0,1.17
"popularity_module_non_topic_women[7, 6]",-20.352,154.579,-363.756,244.897,57.906,42.749,8.0,14.0,1.42
"popularity_module_non_topic_women[7, 7]",88.235,120.895,-130.56,305.438,30.063,26.208,18.0,23.0,1.2
"popularity_module_non_topic_women[7, 8]",74.62,140.59,-196.079,308.594,37.664,27.211,14.0,31.0,1.21
"popularity_module_non_topic_women[7, 9]",78.33,125.41,-145.096,315.27,31.097,22.396,18.0,24.0,1.16
"popularity_module_non_topic_women[7, 10]",-6.2,181.854,-426.098,242.063,73.919,55.017,7.0,27.0,1.61
"popularity_module_non_topic_women[7, 11]",82.997,137.324,-176.261,328.248,45.775,33.479,9.0,14.0,1.34
"popularity_module_non_topic_women[7, 12]",156.029,185.447,-181.966,446.416,72.52,53.758,8.0,77.0,1.48
"popularity_module_non_topic_women[7, 13]",404.422,144.405,128.976,663.291,44.303,32.23,11.0,96.0,1.35
"popularity_module_non_topic_women[7, 14]",-99.018,135.045,-332.656,118.129,49.019,36.089,8.0,28.0,1.46
"popularity_module_non_topic_women[7, 15]",118.369,229.092,-437.92,426.084,90.372,67.05,7.0,14.0,1.56
"popularity_module_non_topic_women[7, 16]",-29.249,236.27,-411.952,460.883,80.568,59.023,9.0,24.0,1.4
"popularity_module_non_topic_women[7, 17]",4.914,186.244,-352.882,371.471,53.439,38.733,12.0,19.0,1.27
"popularity_module_non_topic_women[7, 18]",122.893,257.4,-299.156,654.159,103.264,76.75,6.0,15.0,1.7
"popularity_module_non_topic_women[7, 19]",-142.879,260.554,-626.955,296.285,100.97,74.78,7.0,50.0,1.56
"popularity_module_non_topic_women[8, 0]",327.059,123.098,136.167,574.227,41.167,30.116,9.0,24.0,1.42
"popularity_module_non_topic_women[8, 1]",-215.313,139.681,-465.916,32.511,53.076,39.235,7.0,12.0,1.55
"popularity_module_non_topic_women[8, 2]",-45.76,176.016,-361.037,227.528,77.032,57.841,5.0,18.0,2.05
"popularity_module_non_topic_women[8, 3]",88.151,169.708,-253.585,380.349,65.098,48.165,7.0,26.0,1.6
"popularity_module_non_topic_women[8, 4]",-180.501,145.492,-467.013,76.372,46.282,33.744,9.0,28.0,1.38
"popularity_module_non_topic_women[8, 5]",196.555,107.748,10.684,391.693,32.617,23.71,11.0,49.0,1.33
"popularity_module_non_topic_women[8, 6]",-531.164,145.854,-766.588,-243.606,58.661,43.611,7.0,12.0,1.58
"popularity_module_non_topic_women[8, 7]",-26.915,179.064,-336.065,251.605,78.153,58.662,5.0,14.0,2.01
"popularity_module_non_topic_women[8, 8]",32.916,147.109,-214.162,299.274,50.045,36.655,9.0,25.0,1.44
