institution,cohort,module,title,content,scrape_time
Glasgow_UK,CS 3 2022,COMPSCI4021,Functional Programming (H) COMPSCI4021,<h2>title</h2>Functional Programming (H) COMPSCI4021<h2>summary</h2><h2>content</h2>,2023-05-03 13:00:47.118950
