MCode,Cohort,AcademicYearStart,Women3,Men3,Cap
Inf-NumProg,3,2022,0,6,
Inf-NNDL,3,2022,6,111,
inf-EnlOpt,3,2022,3,24,
inf-EAeS,3,2022,9,30,
Inf-GraphDraw,3,2022,0,15,
inf-TM,3,2022,9,33,
inf-AuLearn,3,2022,6,24,
inf-CI,3,2022,9,33,
Inf-DigSig,3,2022,3,24,
inf-IoT,3,2022,6,48,
Inf-CombWords,3,2022,9,24,
WInf-eBeM,3,2022,6,45,
inf-EERP,3,2022,15,51,
